transactionid,date,accountid,accountname,transactiontype,amount,currency,exchangerate,balance,merchant,merchantemail,category,subcategory,country,city,postalcode,cardnumber,email,phone,isfraud,notes,customersince
TX102387,2024-07-11,AC2470,Priya Kumar,Debit,1.0,INR,1.0,1288474.34,ShopEasy,Unknown,Automotive,Fuel,UAE,Jaipur,398837,XXXX-XXXX-7956,priya.kumar@yahoo.com,6860737375,No,promo applied,2019-09-23
TX105107,2024-08-06,AC8545,Dev Patel,Debit,20.566,AED,20.566,1641946.095,LocalMart,Unknown,Automotive,Fuel,Australia,Pune,625492,4.97488E+15,dev.patel@yahoo.com,1952008547,No,manual adjustment,2024-08-06
TX105551,2023-12-23,AC5158,Uma Patel,debit,1.0,INR,1.0,2867771.13,Flipkart,flipkart@biz.com,Entertainment,Movies,UAE,Noida,507594,XXXX-XXXX-4036,uma.patel@yahoo.com,147749585,No,chargeback requested,2018-08-28
TX103155,2023-12-04,AC8324,Karan Bose,Credit,72.3627,USD,72.3627,1705829.09,Starbucks,starbucks@biz.com,Automotive,Repair,India,Gurugram,851,XXXX-XXXX-XXXX-1742,Unknown,1311645971,No,No Notes,2016-12-26
TX104717,2025-01-21,AC8158,Priya Reddy,Credit,19.8043,AED,19.8043,1641946.095,BigBasket,bigbasket@biz.com,Automotive,Fuel,UK,Mumbai,162064,XXXX-XXXX-XXXX-8320,priya.reddy@hotmail.com,1162887189,No,monthly subscription,2021-10-19
TX101765,2025-08-08,AC5866,Vikram Khan,Credit,78.3085,USD,78.3085,1130088.71,Zomato,zomato@biz.com,Entertainment,Movies,USA,Bengaluru,556317,XXXX-XXXX-6207,vikram.khan@yahoo.com,1125865267,No,monthly subscription,2025-01-01
TX101555,2024-10-29,AC7015,Vikram Kumar,Debit,95.2761,GBP,95.2761,1000914.04,Starbucks,Unknown,Travel,Taxi,USA,Mumbai,663309,XXXX-XXXX-8297,Unknown,9284295495,No,No Notes,2023-01-01
TX102873,2025-05-07,AC5876,Rohit Kumar,Debit,79.5977,USD,79.5977,1641946.095,ShopEasy,shopeasy@biz.com,Entertainment,Movies,Canada,Kolkata,664643,XXXX-XXXX-4344,rohit.kumar@gmail.com,1162887189,No,manual adjustment,2019-04-24
TX103759,2025-06-03,AC2402,Neha Joshi,Debit,1.0,INR,1.0,1641946.095,Amazon,amazon@biz.com,Education,Course,Canada,Mumbai,789868,XXXX-XXXX-7837,neha.joshi@gmail.com,2902891176,No,cashback credited,2022-10-08
TX100737,2025-08-04,AC1595,Dev Chopra,Credit,18.6868,AED,18.6868,441532.25,ShopEasy,shopeasy@biz.com,Utilities,Water,USA,Chennai,793830,XXXX-XXXX-3763,dev.chopra@yahoo.com,8200993825,No,No Notes,2025-08-04
TX105238,2025-05-06,AC2558,Asha Das,debit,72.4401,USD,72.4401,1641946.095,Swiggy,swiggy@biz.com,Electronics,Mobile,UK,Noida,189425,4.86604E+15,asha.das@gmail.com,6538937432,No,suspected fraud,2015-04-18
TX103966,2023-11-12,AC7572,Amit Mehta,Refund,19.8843,AED,19.8843,2121925.86,Paytm Mall,Unknown,Health,Clinic,Canada,Gurugram,437859,XXXX-XXXX-XXXX-8704,amit.mehta@yahoo.com,6343867962,No,cashback credited,2022-05-30
TX105700,2023-09-15,AC2158,Raj Kumar,Credit,1.0,INR,1.0,2901032.24,BigBasket,bigbasket@biz.com,Health,Clinic,UK,Mumbai,206783,XXXX-XXXX-3077,Unknown,7596051586,No,suspected fraud,2023-09-15
TX100179,2025-02-04,AC4839,Rohit Roy,Debit,77.9663,USD,77.9663,160795.64,LocalMart,localmart@biz.com,Clothing,Women,Canada,Gurugram,661154,XXXX-XXXX-9492,rohit.roy@yahoo.com,7777296371,No,suspected fraud,2019-01-05
TX100596,2025-01-20,AC4347,Maya Sharma,Credit,1.0,INR,1.0,280081.52,Reliance,reliance@biz.com,Utilities,Internet,UAE,Gurugram,790704,XXXX-XXXX-XXXX-7594,maya.sharma@hotmail.com,3833427007,No,No Notes,2017-12-18
TX105550,2025-04-06,AC8647,Dev Singh,Credit,19.8323,AED,19.8323,2867744.16,ElectroWorld,electroworld@biz.com,Dining,FastFood,UAE,Hyderabad,697624,XXXX-XXXX-8661,dev.singh@hotmail.com,3794661117,No,promo applied,2025-04-06
TX104673,2024-02-16,AC6910,Rahul Mehta,Refund,72.1227,USD,72.1227,2467984.14,LocalMart,localmart@biz.com,Dining,Restaurant,Canada,Bengaluru,226744,XXXX-XXXX-7528,rahul.mehta@gmail.com,4930645044,No,chargeback requested,2019-05-07
TX100840,2023-11-18,AC4499,Arjun Roy,Debit,1.0,INR,1.0,481231.34,AutoZone,autozone@biz.com,Dining,Cafe,USA,Jaipur,500,XXXX-XXXX-XXXX-6094,arjun.roy@hotmail.com,5373402490,No,manual adjustment,2016-03-26
TX100915,2024-10-02,AC7988,Suresh Reddy,Debit,1.0,INR,1.0,529696.79,Paytm Mall,Unknown,Education,Books,UAE,Chennai,651914,XXXX-XXXX-XXXX-3663,suresh.reddy@hotmail.com,3295138887,No,manual adjustment,2024-10-02
TX103125,2025-01-30,AC8705,Priy Ptel,debit,77.0856,USD,77.0856,1676360.57,Paytm Mall,paytmmall@biz.com,Automotive,Repair,India,Mumbai,849200,XXXX-XXXX-9636,priy.ptel@hotmail.com,1162887189,No,monthly subscription,2018-07-01
TX103773,2024-02-26,AC2444,Raj Patel,Credit,1.0,INR,1.0,2117834.14,Swiggy,swiggy@biz.com,Groceries,Supermarket,Canada,Gurugram,300126,XXXX-XXXX-4471,raj.patel@hotmail.com,9683183979,No,chargeback requested,2023-01-01
TX105446,2025-06-09,AC2193,Rohit Mehta,Debit,21.7711,AED,21.7711,2824853.57,ShopEasy,shopeasy@biz.com,Electronics,Accessory,USA,Kolkata,574616,XXXX-XXXX-7059,rohit.mehta@hotmail.com,4798506679,No,monthly subscription,2022-01-01
TX102653,2025-02-12,AC9760,Lina Reddy,debit,77.8039,USD,77.8039,1560879.11,LocalMart,localmart@biz.com,Dining,Restaurant,UK,Bengaluru,215904,XXXX-XXXX-5585,lina.reddy@hotmail.com,7333990497,No,manual adjustment,2017-01-01
TX103644,2025-09-02,AC7895,Isha Mehta,Debit,1.0,INR,1.0,1935718.1,Paytm Mall,Unknown,Groceries,Specialty,Australia,Jaipur,197958,XXXX-XXXX-XXXX-4677,Unknown,6929362719,No,No Notes,2020-08-20
TX102905,2024-06-06,AC7895,Rohit Joshi,Debit,18.8845,AED,18.8845,1639794.29,ShopEasy,shopeasy@biz.com,Health,Pharmacy,UAE,Hyderabad,399184,XXXX-XXXX-XXXX-9424,rohit.joshi@gmail.com,5651402185,No,chargeback requested,2020-08-20
TX105850,2024-04-16,AC5155,Dev Singh,debit,19.6036,AED,19.6036,1641946.095,Walmart,Unknown,Electronics,Laptop,USA,Chennai,435828,XXXX-XXXX-6893,dev.singh@yahoo.com,3282103751,No,suspected fraud,2017-01-01
TX103549,2024-07-16,AC4039,Asha Khan,Debit,1.0,INR,1.0,1984427.11,Myntra,Unknown,Travel,Flight,Australia,Pune,876611,XXXX-XXXX-2886,Unknown,5349119069,No,monthly subscription,2020-01-01
TX101644,2024-07-26,AC8639,Sam Iyer,Refund,81.4008,USD,81.4008,1076551.12,AutoZone,Unknown,Utilities,Internet,India,Kolkata,610103,4.43091E+15,sam.iyer@example.com,6470713546,No,chargeback requested,2024-07-26
TX102527,2025-05-13,AC4162,Anita Gupta,Refund,76.2514,USD,76.2514,1527411.36,AutoZone,autozone@biz.com,Groceries,Supermarket,Australia,Gurugram,853525,XXXX-XXXX-1719,anita.gupta@gmail.com,6866233352,No,repeat purchase,2025-05-13
TX100398,2025-04-03,AC4845,Suresh Bose,Debit,76.3349,USD,76.3349,1641946.095,BigBasket,bigbasket@biz.com,Automotive,Fuel,India,Hyderabad,851,XXXX-XXXX-4939,suresh.bose@hotmail.com,2263622875,No,chargeback requested,2025-01-01
TX105825,2024-08-06,AC4042,Dev Khan,Credit,74.3703,USD,74.3703,2908487.45,LocalMart,localmart@biz.com,Health,Pharmacy,UK,Gurugram,527266,XXXX-XXXX-7017,dev.khan@example.com,1248388989,No,promo applied,2017-09-05
TX102397,2023-11-21,AC1213,suresh REDDY,Credit,76.9529,USD,76.9529,1288625.77,Flipkart,Unknown,Travel,Hotel,India,Hyderabad,739545,XXXX-XXXX-9581,suresh.reddy@example.com,7113675255,No,promo applied,2024-05-24
TX103111,2024-03-05,AC7209,Karan Mehta,Debit,1.0,INR,1.0,1641946.095,Flipkart,Unknown,Automotive,Repair,Canada,Noida,240199,XXXX-XXXX-2091,karan.mehta@hotmail.com,1066460587,No,monthly subscription,2015-11-08
TX104552,2023-12-19,AC9798,Raj Sharma,Debit,98.8789,GBP,98.8789,2464651.72,Swiggy,swiggy@biz.com,Dining,FastFood,UAE,Bengaluru,265708,XXXX-XXXX-XXXX-4135,raj.sharma@example.com,4049517484,No,manual adjustment,2017-01-04
TX103333,2023-09-27,AC3520,Sana Reddy,Credit,19.3283,AED,19.3283,1808913.64,LocalMart,Unknown,Health,Pharmacy,UK,Mumbai,208,4.90219E+15,Unknown,5070769685,No,manual adjustment,2019-09-25
TX101811,2025-02-13,AC1507,Rtu Patel,Debit,1.0,INR,1.0,1131249.42,Amazon,Unknown,Groceries,Specialty,India,Gurugram,477101,XXXX-XXXX-9545,rtu.patel@example.com,2181017560,No,cashback credited,2025-02-13
TX104808,2024-02-24,AC2677,Sam Chopra,Credit,76.0964,USD,76.0964,2579372.26,Starbucks,Unknown,Entertainment,Movies,USA,Mumbai,896145,XXXX-XXXX-2520,sam.chopra@example.com,229011970,No,cashback credited,2022-01-01
TX105707,2024-06-06,AC7639,Maya Gupta,Credit,1.0,INR,1.0,2901112.67,Swiggy,swiggy@biz.com,Dining,Restaurant,UAE,Kolkata,273558,4.95439E+15,maya.gupta@hotmail.com,8566341611,No,chargeback requested,2022-01-01
TX103877,2023-12-11,AC2872,Neha Gupta,Debit,1.0,INR,1.0,2119575.49,Walmart,walmart@biz.com,Automotive,Fuel,USA,Hyderabad,715191,XXXX-XXXX-2230,neha.gupta@gmail.com,1162887189,No,suspected fraud,2015-07-15
TX103085,2024-10-16,AC8223,Suresh Mehta,Debit,76.3269,USD,76.3269,1641946.095,AutoZone,Unknown,Entertainment,Movies,Australia,Kolkata,858967,4.97784E+15,suresh.mehta@yahoo.com,6259956901,No,cashback credited,2020-01-01
TX101268,2025-02-20,AC4303,Priya Mehta,Refund,77.1552,USD,77.1552,1641946.095,Reliance,reliance@biz.com,Entertainment,Concert,UK,Gurugram,928736,XXXX-XXXX-8834,priya.mehta@hotmail.com,6352068396,No,monthly subscription,2016-11-06
TX100194,2023-12-19,AC8410,Rohit Nair,Debit,1.0,INR,1.0,163755.11,Myntra,Unknown,Travel,Taxi,USA,Pune,559564,Unknown,rohit.nair@gmail.com,6381398494,No,promo applied,2023-10-08
TX100732,2024-12-04,AC8625,Dev Bose,Debit,74.664,USD,74.664,441485.77,ElectroWorld,electroworld@biz.com,Entertainment,Movies,UAE,Kolkata,945495,XXXX-XXXX-6868,dev.bose@gmail.com,6695319005,No,cashback credited,2021-01-01
TX103801,2025-07-11,AC8501,Arjun Roy,Credit,76.3083,USD,76.3083,2118169.36,ElectroWorld,Unknown,Education,Course,Canada,Jaipur,587601,XXXX-XXXX-5160,arjun.roy@gmail.com,555495640,No,chargeback requested,2026-03-19
TX100083,2025-07-05,AC1893,Raj Desai,Debit,105.3954,GBP,105.3954,144850.68,Walmart,walmart@biz.com,Utilities,Internet,India,Mumbai,207577,4.86932E+15,raj.desai@yahoo.com,7798857408,No,chargeback requested,2020-03-25
TX101521,2024-01-02,AC4650,Amit Chopra,Credit,82.4189,USD,82.4189,987576.75,Paytm Mall,paytmmall@biz.com,Dining,Restaurant,India,Kolkata,527136,XXXX-XXXX-8135,amit.chopra@yahoo.com,4213079528,No,repeat purchase,2024-01-02
TX102697,2024-03-17,AC2690,Amit Iyer,Debit,1.0,INR,1.0,1641946.095,Swiggy,Unknown,Health,Clinic,India,Mumbai,327073,XXXX-XXXX-4407,amit.iyer@hotmail.com,5455427576,No,manual adjustment,2018-06-05
TX101701,2024-12-04,AC2207,Anita Desai,debit,77.2428,USD,77.2428,1078375.8,AutoZone,autozone@biz.com,Groceries,Specialty,Australia,Pune,761835,XXXX-XXXX-2291,anita.desai@hotmail.com ,771285911,No,No Notes,2018-06-11
TX102652,2024-11-14,AC6118,Isha Desai,Debit,1.0,INR,1.0,1560822.08,AutoZone,Unknown,Travel,Taxi,UAE,Jaipur,305054,XXXX-XXXX-9604,isha.desai@hotmail.com,1318767354,No,suspected fraud,2026-10-02
TX102982,2023-09-18,AC3163,Anita Chopra,Debit,1.0,INR,1.0,1641977.29,Paytm Mall,Unknown,Travel,Flight,UAE,Noida,601191,XXXX-XXXX-8780,anita.chopra@yahoo.com,9436802908,No,chargeback requested,2023-06-27
TX103981,2025-02-28,AC4544,Rohit Roy,Refund,76.7557,USD,76.7557,1641946.095,ShopEasy,shopeasy@biz.com,Clothing,Women,India,Kolkata,535372,XXXX-XXXX-XXXX-6605,rohit.roy@hotmail.com,4631111801,No,monthly subscription,2023-02-05
TX100500,2025-07-14,AC4653,Amit Patel,debit,1.0,INR,1.0,1641946.095,BigBasket,bigbasket@biz.com,Health,Pharmacy,Canada,Gurugram,742,XXXX-XXXX-4270,amit.patel@yahoo.com,9747279520,No,cashback credited,2015-11-03
TX103940,2024-02-27,AC9246,Suresh Khan,Refund,1.0,INR,1.0,1641946.095,Amazon,amazon@biz.com,Travel,Taxi,UAE,Gurugram,504433,4.78759E+15,suresh.khan@example.com ,528873692,No,repeat purchase,2018-08-24
TX100610,2025-07-09,AC8994,Rohit Iyr,Refund,1.0,INR,1.0,280622.08,Walmart,Unknown,Utilities,Water,UAE,Mumbai,754546,XXXX-XXXX-9867,rohit.iyr@yahoo.com,3194290998,No,manual adjustment,2017-01-01
TX104364,2024-01-01,AC4423,Maya Khan,Debit,77.4354,USD,77.4354,1641946.095,Swiggy,swiggy@biz.com,Electronics,Accessory,UAE,Hyderabad,476856,XXXX-XXXX-XXXX-1705,maya.khan@example.com,8267410929,No,monthly subscription,2024-01-01
TX105134,2024-11-10,AC9761,Amit Iyer,Credit,73.6432,USD,73.6432,2678046.06,Starbucks,Unknown,Utilities,Internet,Canada,Noida,525200,4.33889E+15,amit.iyer@gmail.com,5823165881,No,cashback credited,2015-10-10
TX105537,2024-04-08,AC3940,Rahul Mehta,Refund,75.7654,USD,75.7654,2867026.6,Zomato,zomato@biz.com,Dining,Restaurant,Australia,Pune,967584,XXXX-XXXX-XXXX-1105,rahul.mehta@gmail.com,2035708245,No,promo applied,2017-06-19
TX100700,2024-02-12,AC2587,Uma Kumar,debit,1.0,INR,1.0,440726.51,Myntra,myntra@biz.com,Electronics,Laptop,Canada,Gurugram,473052,XXXX-XXXX-XXXX-7566,uma.kumar@yahoo.com,3960987836,No,manual adjustment,2020-06-12
TX101338,2024-09-09,AC9370,Priya Khan,Refund,78.4444,USD,78.4444,973784.9,Zomato,zomato@biz.com,Entertainment,Streaming,UAE,Chennai,273160,Unknown,priya.khan@example.com,4434382616,No,chargeback requested,2022-06-28
TX100746,2025-04-26,AC4948,Rohit Mehta,Debit,1.0,INR,1.0,1641946.095,BigBasket,Unknown,Dining,FastFood,Canada,Chennai,138615,XXXX-XXXX-XXXX-9495,rohit.mehta@hotmail.com,9766512409,No,repeat purchase,2025-04-26
TX104800,2023-10-15,AC4936,Uma Sharma,Debit,1.0,INR,1.0,2579203.47,LocalMart,localmart@biz.com,Clothing,Women,Canada,Gurugram,802164,XXXX-XXXX-XXXX-8241,uma.sharma@yahoo.com,4860839543,No,"cashback credited -- verify
contact support",2024-12-29
TX102323,2025-07-18,AC1348,Maya Roy,Credit,1.0,INR,1.0,1272983.62,Flipkart,Unknown,Electronics,Laptop,UK,Hyderabad,539652,XXXX-XXXX-XXXX-8049,maya.roy@yahoo.com,6220065819,No,promo applied,2024-02-20
TX100860,2024-04-09,AC7387,Amit Nair,Credit,82.3064,USD,82.3064,489665.0,Zomato,zomato@biz.com,Groceries,Specialty,UAE,Pune,147558,4.91872E+15,amit.nair@yahoo.com,8878252418,No,No Notes,2024-04-09
TX100582,2025-09-03,AC1027,Suresh Joshi,Debit,78.795,USD,78.795,1641946.095,Starbucks,starbucks@biz.com,Dining,Cafe,UK,Noida,200825,4.37618E+15,suresh.joshi@example.com,8423932220,No,promo applied,2023-01-01
TX105128,2024-09-10,AC6005,Ritu Iyer,debit,72.4621,USD,72.4621,2677896.38,Walmart,walmart@biz.com,Utilities,Internet,UK,Gurugram,643657,XXXX-XXXX-7622,Unknown,5941252292,No,monthly subscription,2020-01-27
TX100056,2025-07-27,AC7095,Dev Ds,debit,72.7945,USD,72.7945,144027.27,LocalMart,localmart@biz.com,Electronics,Laptop,Australia,Mumbai,449213,XXXX-XXXX-7213,dev.ds@example.com,3207742396,No,repeat purchase,2021-05-20
TX104555,2024-08-09,AC7662,Vikram Sharma,debit,105.0162,GBP,105.0162,1641946.095,ShopEasy,shopeasy@biz.com,Travel,Flight,India,Chennai,608074,4.79423E+15,vikram.sharma@example.com,75491662,No,monthly subscription,2017-01-01
TX104439,2023-09-27,AC5638,Rahul Desai,debit,1.0,INR,1.0,1641946.095,Walmart,walmart@biz.com,Electronics,Laptop,UAE,Chennai,460,XXXX-XXXX-XXXX-8074,rahul.desai@yahoo.com,3192672802,No,repeat purchase,2017-03-06
TX100121,2025-09-06,AC2994,Lina Joshi,Debit,1.0,INR,1.0,145905.97,ShopEasy,shopeasy@biz.com,Education,Books,UK,Delhi,676348,4.52653E+15,lina.joshi@yahoocom,3718348981,No,chargeback requested,2025-09-06
TX102114,2025-07-31,AC9951,Sana Ry,Refund,21.0995,AED,21.0995,1200460.15,Zomato,Unknown,Groceries,Supermarket,UK,Bengaluru,704830,XXXX-XXXX-9335,sana.ry@example.com,868907664,No,suspected fraud,2020-03-12
TX100852,2024-02-02,AC2836,Sam Iyer,Credit,101.544,GBP,101.544,489425.6,BigBasket,bigbasket@biz.com,Education,Books,India,Gurugram,828856,XXXX-XXXX-5786,sam.iyer@example.com,3000318890,No,promo applied,2017-12-07
TX103489,2023-12-28,AC2998,Rahul Das,debit,1.0,INR,1.0,1641946.095,LocalMart,localmart@biz.com,Utilities,Water,Australia,Kolkata,367247,XXXX-XXXX-6678,rahul.das@yahoo.com,1873763159,No,No Notes,2025-07-11
TX100905,2025-04-05,AC2055,Rahul Roy,Refund,73.3838,USD,73.3838,529191.9,Zomato,Unknown,Groceries,Specialty,India,Bengaluru,678890,XXXX-XXXX-5667,rahul.roy@hotmail.com,6936526686,No,manual adjustment,2019-01-01
TX104147,2024-02-03,AC5598,Vikram Singh,Refund,1.0,INR,1.0,2236629.7,Myntra,Unknown,Automotive,Repair,UK,Jaipur,483219,XXXX-XXXX-6896,vikram.singh@yahoo.com,448277541,No,repeat purchase,2024-11-05
TX103566,2024-11-05,AC8521,Isha Sharma,debit,108.5562,GBP,108.5562,1984943.34,ElectroWorld,electroworld@biz.com,Education,Course,India,Bengaluru,988805,XXXX-XXXX-3704,isha.sharma@yahoo.com,2871585779,No,repeat purchase,2025-02-26
TX104956,2024-11-13,AC8516,Uma Patel,Credit,1.0,INR,1.0,2593103.99,Starbucks,Unknown,Travel,Flight,Canada,Kolkata,517978,XXXX-XXXX-8753,uma.patel@gmail.com,8091512710,No,No Notes,2024-08-27
TX104024,2024-11-10,AC5280,Karan Joshi,debit,1.0,INR,1.0,1641946.095,Reliance,reliance@biz.com,Automotive,Repair,USA,Gurugram,274693,XXXX-XXXX-XXXX-7138,karan.joshi@example.com,3587317947,No,suspected fraud,2023-08-20
TX100433,2024-10-08,AC6985,Isha Das,Debit,1.0,INR,1.0,258439.68,Starbucks,Unknown,Automotive,Fuel,UK,Mumbai,376444,Unknown,isha.das@hotmail.com,2010136890,No,chargeback requested,2018-01-01
TX104265,2025-01-24,AC5104,rahul JOSHI,Credit,80.3552,USD,80.3552,2254487.86,BigBasket,Unknown,Dining,Restaurant,UK,Kolkata,128895,XXXX-XXXX-7470,rahul.joshi@hotmail.com,3657971223,No,repeat purchase,2022-07-15
TX105932,2024-06-12,AC3544,Isha Kumar,Debit,77.6013,USD,77.6013,2933788.46,LocalMart,localmart@biz.com,Groceries,Supermarket,UAE,Hyderabad,550403,XXXX-XXXX-XXXX-1451,isha.kumar@yahoo.com,298147043,No,"suspected fraud -- verify
contact support",2022-11-09
TX101195,2024-03-13,AC8294,Vikram Gupta,Debit,99.0019,GBP,99.0019,593304.35,BigBasket,bigbasket@biz.com,Utilities,Water,USA,Chennai,941984,4.34663E+15,vikram.gupta@example.com,5632641597,No,manual adjustment,2022-01-01
TX101489,2023-11-04,AC4114,Sana Kumar,Debit,1.0,INR,1.0,986203.93,Amazon,amazon@biz.com,Dining,FastFood,USA,Pune,895,XXXX-XXXX-7950,sana.kumar@yahoo.com,2140888903,No,No Notes,2020-07-26
TX100000,2024-09-14,AC4317,Sana Mehta,Debit,75.701,USD,75.701,9969.95,Paytm Mall,paytmmall@biz.com,Utilities,Water,UK,Noida,780112,XXXX-XXXX-7330,sana.mehta@hotmail.com,3842432173,No,cashback credited,2020-08-27
TX100616,2025-04-08,AC9099,Maya Iyer,Debit,21.4204,AED,21.4204,281014.85,Swiggy,swiggy@biz.com,Entertainment,Concert,UK,Mumbai,190180,XXXX-XXXX-2889,maya.iyer@yahoo.com,1162887189,No,No Notes,2023-01-17
TX105608,2024-12-31,AC7850,Asha Kumar,Refund,107.7313,GBP,107.7313,2872698.11,Myntra,myntra@biz.com,Education,Books,Canada,Bengaluru,436655,4.62526E+15,asha.kumar@gmail.com,9730152367,No,monthly subscription,2024-01-01
TX100807,2024-04-10,AC2670,Raj Patel,Credit,1.0,INR,1.0,447389.6,BigBasket,bigbasket@biz.com,Education,Course,Canada,Kolkata,894870,XXXX-XXXX-3358,raj.patel@yahoo.com,6654253102,No,manual adjustment,2026-07-03
TX102325,2023-12-18,AC4685,Raj Chopra,debit,20.3972,AED,20.3972,1273004.12,Zomato,Unknown,Travel,Taxi,USA,Pune,331559,XXXX-XXXX-XXXX-4675,raj.chopra@gmail.com,966952181,No,chargeback requested,2017-09-16
TX100246,2024-08-10,AC5610,Amit Patel,Debit,80.8364,USD,80.8364,173440.65,Myntra,myntra@biz.com,Utilities,Electricity,USA,Jaipur,829666,XXXX-XXXX-XXXX-1971,amit.patel@gmail.com,9510791580,No,monthly subscription,2024-08-10
TX102054,2025-08-01,AC2568,Lina Joshi,debit,19.2223,AED,19.2223,1198971.05,Reliance,reliance@biz.com,Education,Books,UAE,Hyderabad,930974,4.63277E+15,lina.joshi@example.com,1023428551,No,chargeback requested,2020-01-01
TX102069,2025-01-24,AC6068,Isha Joshi,Credit,76.997,USD,76.997,1199309.09,Starbucks,starbucks@biz.com,Entertainment,Movies,Australia,Jaipur,242174,Unknown,isha.joshi@yahoo.com,9262335497,No,promo applied,2023-06-17
TX104967,2025-06-30,AC2177,Suresh Bose,Debit,21.3687,AED,21.3687,2607617.83,Swiggy,swiggy@biz.com,Automotive,Repair,India,Pune,978377,XXXX-XXXX-XXXX-1657,suresh.bose@yahoo.com,7747912230,No,cashback credited,2022-01-01
TX101113,2025-05-24,AC6152,Ritu Kumar,Credit,76.3658,USD,76.3658,555360.28,Paytm Mall,Unknown,Utilities,Water,Australia,Delhi,207839,XXXX-XXXX-1532,ritu.kumar@yahoo.com,2247871021,No,chargeback requested,2016-03-27
TX102742,2025-07-23,AC1732,Maya Mehta,debit,21.536,AED,21.536,1605046.07,ElectroWorld,electroworld@biz.com,Utilities,Water,UAE,Kolkata,851,XXXX-XXXX-4063,maya.mehta@gmail.com,2137345857,No,chargeback requested,2017-01-01
TX100334,2024-11-22,AC3232,Priya Dsai,debit,98.7902,GBP,98.7902,175962.22,Flipkart,Unknown,Education,Course,India,Bengaluru,291192,XXXX-XXXX-XXXX-2426,priya.dsai@yahoo.com,2130971216,No,suspected fraud,2021-01-01
TX100738,2023-10-13,AC5625,Sam Roy,Debit,100.5967,GBP,100.5967,1641946.095,Reliance,Unknown,Dining,Cafe,USA,Gurugram,510915,XXXX-XXXX-XXXX-4888,sam.roy@yahoo.com,6959805854,No,manual adjustment,2022-09-29
TX101118,2025-04-18,AC7700,Amit Khan,Debit,1.0,INR,1.0,555687.16,Zomato,zomato@biz.com,Health,Clinic,Canada,Noida,676348,XXXX-XXXX-2232,amit.khan@hotmail.com,6334029474,No,monthly subscription,2023-02-07
TX104107,2024-12-16,AC1929,Uma Nair,Refund,18.5062,AED,18.5062,2235313.01,Myntra,myntra@biz.com,Groceries,Specialty,Australia,Gurugram,598871,XXXX-XXXX-XXXX-1083,uma.nair@example.com,6266330693,No,chargeback requested,2020-02-12
TX102585,2024-01-03,AC6114,Karan Gupta,Credit,18.7671,AED,18.7671,1558972.09,Myntra,Unknown,Health,Pharmacy,UK,Noida,851,XXXX-XXXX-3711,karan.gupta@example.com,2970269338,No,No Notes,2022-11-20
TX105322,2024-09-25,AC1990,Sana Bose,Refund,1.0,INR,1.0,1641946.095,Zomato,zomato@biz.com,Electronics,Mobile,India,Jaipur,110145,XXXX-XXXX-XXXX-1314,sana.bose@gmail.com,8267079511,No,chargeback requested,2025-05-17
TX101940,2025-04-21,AC7836,Amit Patel,Debit,74.7033,USD,74.7033,1169002.49,AutoZone,autozone@biz.com,Dining,FastFood,Canada,Bengaluru,108921,XXXX-XXXX-XXXX-5995,Unknown,5978293819,No,monthly subscription,2016-10-13
TX102599,2024-06-23,AC9539,Raj Roy,Debit,19.5038,AED,19.5038,1559268.95,Flipkart,flipkart@biz.com,Education,Course,USA,Jaipur,919513,XXXX-XXXX-4137,raj.roy@example.com,2086167332,Yes,suspected fraud,2024-06-23
TX104971,2023-09-16,AC2228,Isha Kumar,Debit,74.2271,USD,74.2271,2622852.79,BigBasket,bigbasket@biz.com,Clothing,Women,UAE,Delhi,242951,Unknown,isha.kumar@hotmail.com,3215659150,No,monthly subscription,2016-01-01
TX104473,2024-11-08,AC6394,Isha Singh,Credit,1.0,INR,1.0,2462770.03,Zomato,Unknown,Dining,Cafe,USA,Hyderabad,332078,XXXX-XXXX-XXXX-5266,isha.singh@hotmail.com,8692004515,Yes,repeat purchase,2019-08-05
TX102013,2023-12-22,AC6617,Vikram Bose,Refund,1.0,INR,1.0,1641946.095,Swiggy,swiggy@biz.com,Health,Pharmacy,Australia,Mumbai,198833,XXXX-XXXX-6174,vikram.bose@gmail.com,6679597502,No,promo applied,2021-10-10
